FECHA CARGA;HORA CARGA;FECHA TOMA;HORA TOMA;HABITACIÓN;UBICACIÓN;POSTURA;DUERME;ESCONDIDO;AUTOR;NOSOTROS
01/10/2022;10:50;01/10/2022;10:50:25;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
01/10/2022;10:50;01/10/2022;10:50:26;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
01/10/2022;10:50;01/10/2022;10:50:30;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
01/10/2022;10:50;01/10/2022;10:50:34;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
02/10/2022;18:15;02/10/2022;18:15:15;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
02/10/2022;19:17;02/10/2022;19:17:00;SALA;SUELO;SENTADO;NO;SI;FLOR;NO 
29/10/2022;15:56;29/10/2022;15:56:08;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
29/10/2022;20:17;29/10/2022;20:17:08;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;SI
29/10/2022;20:17;29/10/2022;20:17:10;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;SI
30/10/2022;1:52;30/10/2022;1:52:00;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
18/11/2022;22:41;18/11/2022;22:41:29;COCINA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
18/11/2022;22:41;18/11/2022;22:41:32;COCINA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
21/11/2022;16:29;21/11/2022;16:29:13;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
21/11/2022;16:29;21/11/2022;16:29:18;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
21/11/2022;16:29;21/11/2022;16:29:18;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
30/11/2022;12:57;30/11/2022;12:57:55;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
04/12/2022;1:48;04/12/2022;1:48:46;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
04/12/2022;12:39;04/12/2022;12:39:16;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
13/12/2022;0:03;13/12/2022;0:03:46;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
22/12/2022;11:27;22/12/2022;11:27:16;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
22/12/2022;11:27;22/12/2022;11:27:26;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
22/12/2022;11:27;22/12/2022;11:27:38;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
22/12/2022;11:27;22/12/2022;11:27:41;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
26/12/2022;23:37;26/12/2022;23:37:27;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
30/12/2022;21:41;30/12/2022;21:41:08;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
05/02/2023;23:40;05/02/2023;23:40:38;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
05/02/2023;23:40;05/02/2023;23:40:40;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
20/02/2023;16:20;20/02/2023;16:20:23;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
25/03/2023;2:45;25/03/2023;2:45:49;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
27/03/2023;17:23;27/03/2023;17:23:58;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;29/09/2016;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/02/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/02/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;02/03/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;17/03/2017;NULL;SALA;SUELO;TREPA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;17/03/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;17/03/2017;NULL;BAÑO;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;18/03/2017;NULL;SALA;SUELO;ACOSTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;19/03/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;20/03/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;20/03/2017;NULL;COCINA;SUELO;ACOSTADO;NO;SI;FLOR;NO 
08/05/2023;0:57;23/03/2017;NULL;SALA;SILLON;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;23/03/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;24/03/2017;NULL;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
08/05/2023;0:57;24/03/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;01/04/2017;NULL;SALA;SUELO;TREPA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;02/04/2017;NULL;SALA;SILLON;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;03/04/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;04/04/2017;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;04/04/2017;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;18/04/2017;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/04/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/04/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;24/04/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;25/04/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;25/04/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;29/04/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;30/04/2017;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;04/05/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/05/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/05/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/05/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/05/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;16/05/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;19/05/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;22/05/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;27/05/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/06/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;14/06/2017;NULL;BAÑO;SUELO;CAMINA;NO;SI;FLOR;NO 
08/05/2023;0:57;21/06/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;25/06/2017;NULL;SALA;SUELO;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;21/07/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;21/07/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;26/07/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;07/08/2017;NULL;SALA;CAJA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;07/08/2017;NULL;SALA;CAJA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;22/08/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;SI
08/05/2023;0:57;22/08/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;SI
08/05/2023;0:57;31/08/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;09/09/2017;NULL;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
08/05/2023;0:57;09/09/2017;NULL;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
08/05/2023;0:57;15/09/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;15/09/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;16/09/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;23/09/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;23/09/2017;NULL;SALA;PEDESTAL;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;23/09/2017;NULL;SALA;PEDESTAL;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;27/09/2017;NULL;SALA;CAJA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;27/09/2017;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;30/09/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;CAJA;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;06/10/2017;NULL;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/10/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;14/10/2017;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;20/10/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;23/12/2017;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;27/12/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;30/12/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;30/12/2017;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;07/02/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;07/02/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;09/02/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;20/02/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;21/02/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;28/02/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;28/02/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;28/02/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;01/03/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;07/03/2018;NULL;OFICINA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;11/03/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;13/03/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;13/03/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;16/03/2018;NULL;SALA;SILLON;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;27/03/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;29/03/2018;NULL;PIEZA;CAMA;CAMINA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;02/04/2018;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;03/04/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/04/2018;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/04/2018;NULL;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;09/04/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;09/04/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;08/05/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;11/05/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/05/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/05/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/05/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;15/05/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;18/05/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;18/05/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;23/05/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;30/05/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;30/05/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;31/05/2018;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;02/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;07/06/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;08/06/2018;NULL;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;09/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;09/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;12/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;12/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;14/06/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/06/2018;NULL;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;24/06/2018;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;27/06/2018;NULL;PIEZA;CAMA;CAMINA;NO;NO;FLOR;NO 
08/05/2023;0:57;28/06/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;03/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;03/07/2018;NULL;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;04/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;04/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;10/07/2018;NULL;PIEZA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;11/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/07/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;18/07/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;23/07/2018;NULL;SALA;SUELO;CAMINA;NO;NO;FLOR;NO 
08/05/2023;0:57;23/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;SI;FLOR;NO 
08/05/2023;0:57;25/07/2018;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;25/07/2018;NULL;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;25/07/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;01/08/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;15/08/2018;NULL;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;17/08/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;17/08/2018;NULL;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/08/2018;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;26/08/2018;NULL;COCINA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;28/08/2018;NULL;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;29/08/2018;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;31/08/2018;NULL;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;04/09/2018;NULL;SALA;SUELO;ACOSTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;12/09/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;12/09/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;19/09/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;19/09/2018;NULL;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;19/09/2018;NULL;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
